	HC25_Jrk_FB_2_ZT10	HC25_Jrk_FB_2_ZT14	HC25_Jrk_FB_2_ZT18	HC25_Jrk_FB_2_ZT2	HC25_Jrk_FB_2_ZT22	HC25_Jrk_FB_2_ZT6	HC25_Jrk_FB_ZT10	HC25_Jrk_FB_ZT14	HC25_Jrk_FB_ZT18	HC25_Jrk_FB_ZT2	HC25_Jrk_FB_ZT22	HC25_Jrk_FB_ZT6
FBgn0034117	63.12558	65.438461	55.34513	66.8885578	61.4888271	85.29047	50.3375	50.30381	59.1809	58.15194	54.7822	45.63656
FBgn0034118	14.442636	11.861111	20.76116	13.27791	10.757598	9.715142	26.50418	14.0644	19.80533	14.6797	21.199	12.767119
FBgn0034120	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034121	0	0	0	0	0	0	0	0	0	0.0213733	0	0
FBgn0034122	4.824502	5.02355	2.974785	4.62087	3.70697	6.16955	3.446646	4.852685	2.81222	2.79366	2.09185	5.4458
FBgn0034126	17.9248	17.6052	15.7327	18.945	15.6714	18.4587	14.3707	13.4531	12.3194	23.3871	22.2527	17.704
FBgn0034127	0.209467	0.0984704	0.166059	0.228883	0.0434557	0.19235	0.069662	0.372471	0.0689055	0.190833	0.13869	0.354664
FBgn0034128	0.134738	0.253362	0.106817	0.539834	0.335431	0.296948	0.0896193	0.261371	0.265938	0.392806	0.356845	0.45627
FBgn0034129	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034131	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034132	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034135	0.3925456	0.2460468	0.1037326	0.2217103	0.1085822	0.253158	0.261096	0.4962267	0.271869	0.2329135	0.1732711	0.210701
FBgn0034136	0.842294	0.593942	0.41734	0.703058	0.786332	0.696118	0.676956	0.953114	0.785052	0.703414	0.673874	0.455574
FBgn0034137	2.636548	1.5893573	1.935687	2.085053	2.270617635	1.54897799	1.428708587	1.907119	1.60932	1.496325	1.665136	1.963293525
FBgn0034138	4097.55	4514.332	4753.754	4440.174	5298.268	3984.031	5170.942	4532.347	5102.448	5340.476	6297.472	4912.186
FBgn0034139	10.1302	7.87448	6.57648	7.05985	5.95725	8.84824	4.93408	7.53026	7.60937	6.88903	5.80944	6.61774
FBgn0034140	260.1189	309.26842	275.33097	432.36112	350.3567001	479.26016	356.73805	440.1176206	366.04988	434.58009	351.0867	404.01004
FBgn0034141	38.6377	33.2354	32.6325	37.9416	34.6941	44.7333	39.7207	40.0953	34.9238	30.2574	26.1266	42.1221
FBgn0034142	17.3941	13.9777	10.9609	14.9813	12.1313	12.2685	11.4376	22.5906	11.7698	12.9844	10.4668	13.1454
FBgn0034143	9.467380083	1.92079	13.22402	2.16419	1.162785	0.76871	15.97316	3.54416	11.53716	3.49195	5.67668	2.109200019
FBgn0034144	0.204177	0	0	0	0	0	0.135805	0.0440078	0	0.0248018	0	0
FBgn0034145	5.47623	0.54092	0.837038	0.6954765	0.584113	0.477778	1.305888	2.605498	1.3201184	0.7966324	0.951368	1.358212
FBgn0034151	0.0907247	0	0	0.0330447	0	0	0.120688	0.0586637	0	0.0330615	0.0600695	0.0512041
FBgn0034152	0.197048	0	0	0.071771	0	0	0	0	0	0	0	0.111212
FBgn0034153	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034154	0.180628	0	0	0.13158	0.149891	0.132694	0	0.817572	0	0.19747	0	0.203889
FBgn0034156	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034157	0	0	0	0.0174429	0	0	0	0	0	0	0	0
FBgn0034158	7.57753001	3.056145935	6.251357	5.63941	2.443262	4.6290008	8.669072	7.374434	5.9817	3.371791	3.215643054	5.01703
FBgn0034159	0.162124	0.228643	0.0642636	0.0590506	0	0.119101	0.107835	0	0.159995	0.0295403	0.0536719	0
FBgn0034160	0.960035008	0.386838008	0.326180002	0.599441003	0.227619002	0.806020014	0.364887005	0.709452007	0.992542021	0.449809001	0.272420003	0.309619001
FBgn0034162	419.194	432.425	418.904	479.599	568.231	524.415	411.07	467.982	447.955	469.168	468.28	472.521
FBgn0034165	57.4746	53.7132	39.1893	48.0918	38.658	41.478	37.5607	40.6321	33.9556	44.5156	42.1595	35.6551
FBgn0034166	0.0713208	0	0.226164	0.0779316	0.177553	0.104788	0.142314	0.230584	0.234614	0.129952	0.188888	0.0805055
FBgn0034168	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034172	21.592	17.4006	17.514	19.7977	17.5026	22.1089	20.6829	19.8374	18.758	17.8939	15.7313	19.1969
FBgn0034173	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034175	0.788193	0.518741	0.874798	0.516751	0.130814	0.636931	0.733957	0.713518	0.777842	0.517014	0.469682	0.533818
FBgn0034176	43.1223	33.8674	38.6426	38.4444	31.7946	33.798	50.1815	34.3401	36.838	37.0893	39.6686	38.6149
FBgn0034177	6.99422	7.01435	6.09928	6.0574	4.83669	5.30941	6.15111	6.08031	5.3685	5.91888	7.0493	6.05278
FBgn0034179	57.8026	51.35129	51.9904	62.837	52.66452	66.6802	52.8823	61.2429	55.4676	58.6138	50.3101	63.9123
FBgn0034180	11.40772001	8.599601	10.5653247	10.15061	5.920034229	11.104798	10.84461	18.41065	10.54410717	8.943213	6.989133	11.84080002
FBgn0034181	34.34405	23.417442	32.22833	30.765191	21.006663	26.17062834	42.70385	38.991474	34.043408	22.456254	20.68511	32.171447
FBgn0034182	2.83557	1.674001	2.052023	2.81017	2.353049	2.7613	3.026424	2.99651	2.082477	3.02788	2.270403	2.56803
FBgn0034183	0	0	0	0	0	0	0	0	0.0412307	0	0	0
FBgn0034184	12.70932	10.13805	12.5816	11.13728	8.62537	9.65337	14.23891	12.62531	11.07341	10.19114	8.85307	11.21865
FBgn0034186	2.026716	1.3077082	2.86689	1.910609	1.319085	1.48888	3.01326	1.901505	2.40535	1.520578	1.657643	1.502715
FBgn0034187	3.77595	0.563204	4.52756	3.67225	0.834039	0.628696	8.40093	1.69461	4.859652	1.50306	2.51133	1.36197
FBgn0034191	17.6376	16.0188	15.4093	19.185	16.1297	16.4828	17.7966	14.7408	16.4982	16.9649	17.2389	16.1845
FBgn0034194	11.23582	10.05883	9.22231932	9.4668	8.76623	7.61007	9.4419163	10.2352	8.312466	8.71851	9.07584	7.2509
FBgn0034195	0	0	0	0.033626	0	0	0	0	0	0.0672862	0.0611263	0
FBgn0034196	0.240257	0	0	0	0	0	0	0	0	0	0	0
FBgn0034197	0.0693369	0	0	0.0656118	0.149484	0	0	0.0582398	0.296287	0.0656451	0.119271	0.0508341
FBgn0034198	283.5464	276.4106	257.1573	338.2586	292.0315	342.0984	236.3457	270.5339	285.6322	312.9617	282.0467	289.7274
FBgn0034199	120.904	128.067	122.612	146.551	122.481	153.127	119.06	119.805	134.037	171.516	161.402	147.773
FBgn0034200	345.3358	355.5998	333.1749	441.5333	396.283	462.6365	309.4684	342.7369	346.5332	465.3363	441.0957	379.5461
FBgn0034201	0	0	0.327984	0	0	0	0	0	0	0	0	0
FBgn0034202	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034204	0	0	0	0	0	0	0	0	0	0.0563327	0.0511755	0
FBgn0034205	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034206	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034210	8.48731	5.24741	6.46564	7.61876	4.44186	4.73913	9.12742	7.69728	6.95504	6.22637	6.58201	6.67919
FBgn0034214	9.63682	10.1265	12.5832	12.2736	8.62416	9.99454	15.3332	11.7295	11.4786	12.6241	12.928	10.2735
FBgn0034215	93.83003	88.30947	98.28984	106.38697	103.76422	124.3431	122.96111	114.86495	102.6751	126.97791	131.076	128.7489
FBgn0034217	1.71386	1.13744	1.67839	1.32192	1.08758	1.25905	2.34696	1.62971	1.26022	0.991945	1.46851	0.73969
FBgn0034218	0	0	0.125169	0.0287538	0	0.115989	0.0525085	0.204185	0.155815	0.0863054	0	0.0891106
FBgn0034219	7.1988	4.19172	4.48794	4.23468	3.41848	3.94407	4.39034	6.43413	3.76097	3.22717	2.18789	4.29599
FBgn0034221	0.730694	0.312271	0.421288	0.387114	0.220492	0.292793	0.265096	0.429523	0.131109	0.217862	0.219908	0.224943
FBgn0034223	2.81637	2.55107	3.9209	2.88978	1.42507	2.14468	5.23144	3.50895	3.3217	2.3906	2.86533	2.67507
FBgn0034224	0	0	0	0	0	0	0	0	0	0.0554726	0	0
FBgn0034225	8.051524	2.902561	9.77109	3.8822311	1.99093	2.1295	10.52811	3.72705	6.15037	3.96358	5.1988	2.87009
FBgn0034229	614.52652	560.0068021	461.96105	519.91297	534.99422	494.5194	425.9976	491.9041	428.88034	461.7815	429.1852011	466.5103
FBgn0034230	13.40948749	9.885027687	11.17454106	11.41630001	7.5654162	11.0632584	14.210642	14.43121	11.96053322	10.120146	9.8273606	11.37479086
FBgn0034231	16.568	12.3495	16.5662	14.4068	11.7669	12.2809	16.9767	14.9597	15.5157	14.5773	15.2193	15.4162
FBgn0034232	17.1908	12.3597	17.4763	15.4693	10.2376	12.0345	25.4242	14.9082	19.9588	16.5827	19.0149	15.4095
FBgn0034237	196.526315	181.27885	228.9832788	233.5688844	169.9552796	208.237711	308.023887	240.6930545	217.9781411	242.7478624	249.374824	221.6917398
FBgn0034240	2.964569	1.85173792	3.914274549	3.18320555	1.351074	2.833673074	4.457702426	4.554933866	2.924504415	2.462262614	1.84774066	3.651207343
FBgn0034242	31.161007	24.305254	26.317683	29.999228	24.4792	24.387587	32.781184	28.625594	29.577781	27.287731	26.446139	26.938811
FBgn0034243	29.9021	30.2801	37.1516	39.1907	27.7833	35.7953	47.4401	37.5925	34.7663	37.9066	40.4083	35.0532
FBgn0034245	468.2214	464.9696	519.7955	533.7014	518.9426	494.5642	586.2531	434.795	494.8709	591.8171	545.0312	554.6295
FBgn0034246	15.14230302	10.01531697	14.46861504	13.39539	7.51218326	14.0217578	15.3433291	21.263326	13.5501591	12.28159157	10.13419196	16.4357144
FBgn0034247	73.6151	78.7826	76.4303	93.0486	97.1938	74.5108	59.8342	67.7622	65.881	75.5164	64.9723	60.8043
FBgn0034248	125.28208	129.93576	147.08244	154.71104	156.85735	137.45388	149.42619	133.63557	134.66053	179.40762	184.95444	156.71193
FBgn0034249	0.822079	0.358854	2.537047	1.26187	0.511641	0.15098	3.53463	0.79735	2.221374	0.952231	1.710677	0.513685
FBgn0034251	0	0.0482221	0	0.0186811	0	0.0753571	0	0.0994929	0.134975	0.0186906	0	0
FBgn0034253	0.712464	0.325877	1.35862	0.427826	0.35154	0.551687	1.65219	1.04589	0.874133	0.624522	0.688468	0.641199
FBgn0034255	0.579689	1.63507	15.625	3.80052	1.92418	1.27756	10.796	5.24767	4.95799	3.80246	6.52488	1.96302
FBgn0034258	132.7625	126.84212	167.3866	153.8449	126.59373	133.6328	213.0657	170.9131	153.5935	163.0558	175.2823	149.7808
FBgn0034259	67.341	47.9026	84.6725	54.7213	43.6657	41.6473	111.248	57.7205	66.3536	66.2393	87.7223	64.9353
FBgn0034261	13.21326	10.22879	11.83399	11.37304	6.76996	13.02057	13.57411	15.41759	11.76957	10.74234	7.59813	12.91615
FBgn0034262	3.23619	2.89273	1.91027	2.15272	0.458493	4.26349	1.41348	5.17041	1.26513	1.94069	1.35558	3.7904
FBgn0034263	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034264	0.828815	1.09095	0.722765	1.20752	1.03167	1.03508	0.661529	1.12544	0.327172	0.604066	0.658518	1.0291
FBgn0034265	11.3001	9.93685	10.9081	11.8633	9.54264	11.573	15.0764	11.9487	11.0205	9.73767	9.59438	10.3168
FBgn0034266	6.613091	5.69639	7.690824	6.2855704	5.180018	4.321611	10.37088067	6.107337	7.03074	6.435393	8.514182	6.1197671
FBgn0034267	1.651501	1.22959317	2.784154	2.0492304	1.711218	1.056443621	2.038204019	1.573457	1.373393592	1.885653	1.957052001	1.200559677
FBgn0034269	6.0821054	4.399857	7.16109	5.22156	3.32130736	4.594189901	8.15432	5.911780136	6.55723205	4.190467	4.921178	3.684954527
FBgn0034270	2.69477	2.988364	3.94399	3.145891	2.35088	1.979646	4.45798	3.216871	3.59129	3.1223	3.8887	3.58777
FBgn0034271	5.55266	5.07874	5.47855	5.86949	3.53096	4.92156	6.66394	6.30274	5.91653	5.35561	5.45474	5.0755
FBgn0034272	0	0.0684761	0	0	0	0	0.0445948	0	0.0479167	0	0	0.0659711
FBgn0034274	0	0	0.0788078	0	0	0.073028	0	0.0642786	0.0654018	0	0	0
FBgn0034275	11.7497	13.392	8.21638	13.6665	8.50852	12.4182	7.07788	13.8691	5.76125	9.23007	6.56861	11.5112
FBgn0034276	16.2595	17.7492	13.9435	13.9228	15.9901	14.9308	6.47324	7.2028	7.40581	8.28958	7.97062	6.59574
FBgn0034277	85.71434	70.144	77.62485	61.78739	56.12966	58.46778	88.2847	62.83252	68.68402	60.5092	59.5532	73.1103
FBgn0034278	0	0	0	0	0	0.197965	0	0	0	0	0	0
FBgn0034279	0.744872	0.30014	0.126538	0.348821	0.132454	0.19543	0.106166	0.825674	0.0700085	0.445942	0.317048	0.270256
FBgn0034281	0.194739	0.322288	0.193095	0	0	0	0	0	0	0.354543	0.452137	0
FBgn0034282	40.3817	24.53049	45.5895701	36.369381	16.52368	32.56931	58.580923	51.23144242	46.65456	28.8611	24.34858	38.543054
FBgn0034283	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034284	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034286	0.0341461	0	0	0	0	0.0501692	0	0.0220792	0	0.0124433	0	0.0192717
FBgn0034288	0	0	0	0	0	0	0	0	0	0.126601	0.230022	0
FBgn0034289	2.11431	0	0	0	0	0	0	0	0.0732121	0.446072	0.810469	0
FBgn0034290	263.6686	299.3853	260.7207	264.4739	322.02803	342.0517	309.064	396.2437	255.5202	315.2452	258.1974	379.2647
FBgn0034291	3.08515	0	0	0.0510775	0	0.10302	0.0932746	0.181354	0.0922616	0.970966	1.76415	0.0791467
FBgn0034292	2.28335	0	0	0	0	0	0	0	0.10015	3.82761	6.9544	0
FBgn0034293	0.748746	0	0	0	0	0	0.103784	0	0	0	0	0
FBgn0034294	0.142846	0	0	0	0	0	0	0	0	0	0	0
FBgn0034295	17.9511	0.275178	0	0.923893	0	0	0	1.26167	0.641859	1.31544	2.32543	0.055062
FBgn0034296	19.3523	0.395544	0	0.102155	0	0.10302	0	0.0906771	0.461308	1.68641	3.06405	0
FBgn0034299	13.99893	9.266937	28.80752	15.71267	9.60159	7.45063	38.47981	14.136441	21.14545	16.4345	25.13795	13.22185
FBgn0034300	1.97903686	0.915687	2.413907648	1.92209002	0.71281347	1.451114112	3.49239652	2.952222699	2.068266	1.231141928	1.023988002	1.985624538
FBgn0034301	0	0	0	0	0	0	0	0	0.0265902	0	0	0
FBgn0034304	2.686227	1.306188	3.14965	2.161856	1.104141	1.369964	4.072424	2.211179	2.470989	1.843203	2.30682	1.9034
FBgn0034307	5.10626	5.55893	6.51955	5.16844	4.77258	4.58041	8.2585	6.39501	5.65805	5.05354	5.76531	5.03578
FBgn0034308	5.8354	3.91464	6.27653	5.36527	3.55982	4.21733	8.056380001	7.158962346	6.39171	4.96569	5.53443	4.87785
FBgn0034310	15.3119	10.5444	15.9144	13.1312	11.5164	9.32988	22.5489	14.3049	15.3298	13.5112	15.4954	13.2374
FBgn0034312	22.7272	17.57696	12.39913	15.17625	16.5276	14.092834	17.06719	14.93268	13.58589	11.57718	12.45897	17.24065
FBgn0034313	10.3572	6.60235	12.3787	8.95521	4.66606	7.31396	16.8243	11.5365	12.8325	7.52607	8.37573	8.40342
FBgn0034314	4.93378	2.56169	6.093023	5.982533	2.13876	2.16387	11.32052	3.23786	5.66837	3.479639	4.812631	3.57423
FBgn0034315	29.2292	20.9954	30.5014	29.2446	25.7307	24.1893	37.3691	25.7518	28.0265	29.389	32.0194	27.4142
FBgn0034317	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034318	13.767	0	0	0.0759751	0	0	0	0	0.137234	4.56082	8.28658	0
FBgn0034321	4.08952	1.919669	3.242049	3.333706	2.424012	4.577944	2.942445	4.53893	3.11385	2.41353382	1.934040886	3.36019
FBgn0034322	2.36993	1.43242	2.41561	2.40463	2.38807	2.23845	1.91411	1.75135	1.00235	1.23377	1.34499	2.19743
FBgn0034323	0	0	0.193736	0.62307	0.811173	0	0.325089	0	0	0.0890553	0.161805	0.137925
FBgn0034324	0	0.26784	0	0.10376	0	0	0	0	0	0	0	0
FBgn0034325	0	0	0	0.27864	0.423221	0	0	0	0	0	0	0
FBgn0034326	0	0	0.369366	0.509104	0.386634	0.171138	0	0.150634	0.613065	0.679151	1.23395	0
FBgn0034327	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034328	17.0502	17.4245	12.9292	11.3403	14.4564	137.508	10.8476	12.9422	10.4859	8.50958	8.09867	9.62295
FBgn0034329	274.501	292.805	257.626	237.4	198.677	1035.41	200.592	204.159	206.107	252.099	172.784	200.43
FBgn0034330	355.044	363.534	402.923	432.683	372.319	468.949	416.501	389.964	375.98	584.884	534.559	444.686
FBgn0034331	536.9813	699.7085	604.973	896.0344	894.1823	1439.091	636.0917	565.9156	732.5111	925.2256	923.3666	759.1378
FBgn0034335	29.344	17.2061	13.1324	14.5379	14.5318	15.1825	15.7401	20.4023	14.2198	14.7178	14.1016	17.8971
FBgn0034345	94.13336416	68.50196737	90.350479	72.846211	59.45919759	65.76142171	100.031708	83.79448442	82.830876	68.37939814	73.1978465	80.64371442
FBgn0034346	9.13364	6.68218	8.9405	7.77667	5.99527	6.25674	12.5995	7.88089	7.59352	7.09568	7.71974	7.93959
FBgn0034350	16.212822	15.73907	14.668095	16.229121	15.788647	17.864404	18.418505	14.384892	15.61477	17.563533	18.715947	16.617961
FBgn0034351	8.66667	8.9707	13.3001	11.4103	9.1713	8.99525	16.1829	10.6424	12.7116	12.662	14.4773	11.0393
FBgn0034352	0	0	0	0	0	0	0.0434304	0	0.0429587	0.0237947	0.0432327	0
FBgn0034354	14.87629	15.98477	19.79619	13.35246	12.19785	8.71679	28.97739	12.36748	17.59376	15.87625	20.28571	9.59546
FBgn0034356	1.566299	1.442212	1.8241	1.696081	1.954841	4.71264	1.61435	3.16604	2.72093	2.5253	2.039921	2.72335
FBgn0034360	3.71193	2.90829	4.00534	3.53021	2.5669	2.19665	5.69226	3.40025	4.0702	2.96839	3.89135	3.78259
FBgn0034361	34.8567	30.4858	40.3254	36.0209	33.9703	33.0505	45.4253	33.9392	39.0655	39.2886	42.2666	33.5124
FBgn0034362	54.8044	38.6854	48.7259	44.0271	35.136	37.5015	61.2081	38.6387	46.1657	38.4499	42.9559	45.2885
FBgn0034363	0	0.242644	0.135014	0.257925	0.077107	0.142937	0	0.0615417	0	0.131793	0.122371	0
FBgn0034364	4.00871	4.40026	2.23809	2.915858	1.82314	5.55869	2.921413	2.91051	2.254709	3.04632	2.751748	1.5111
FBgn0034365	32.7713	33.4301	31.4999	32.8671	29.5829	36.5553	39.087	28.1537	32.4325	37.7555	38.11	33.4811
FBgn0034366	7.20698	6.27199	6.610631	7.633	5.23919	7.83227	9.46838	7.31754	7.34769	5.92553	6.27037	6.96902
FBgn0034368	189.41472	162.6149	149.26757	173.68139	126.92842	175.18879	147.4407001	176.84647	151.9973103	162.65744	144.2903043	163.36658
FBgn0034371	49.921	40.247572	40.86911335	47.860252	35.88735	49.38545	37.50854	47.63152	40.28475	38.540729	32.68933	41.14938001
FBgn0034372	21.97983	18.52391	18.59863	19.52688	16.231341	19.34706	23.36858	22.570507	19.31225	20.29425	19.52965	20.10217
FBgn0034377	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034379	3.44001	3.03215	2.727205	3.142737	2.76111	3.55377	3.4321	3.232260001	2.793660005	3.15357	3.27413	2.5495127
FBgn0034380	7.00956	5.57647	7.80112	7.18466	6.11505	6.07366	10.4902	7.64127	6.681	7.09007	7.40788	7.32897
FBgn0034381	0.367469	0.345493	0.145659	0.740260807	0.35576	0.614783	0.325888	1.136871	0	0.491008	0.0405506	0.843425001
FBgn0034382	314.391	274.112	235.232	349.6	267.28	361.229	211.631	299.262	278.003	327.287	282.533	259.641
FBgn0034383	0.342242	0.536292	0.180879	0.457068	0.284003	0.335227	0.227637	0.442595	0.675494	0.582018	0.453202	0.579474
FBgn0034387	22.8638	22.9178	21.9706	23.836	23.9386	26.1894	17.4279	22.9702	17.7773	25.6614	24.2296	23.782
FBgn0034389	6.278565	3.01676301	4.85542	4.1670136	1.890011	4.661407	4.4951572	6.069019	5.5899374	3.3036978	3.158375881	4.088464
FBgn0034390	186.24544	178.9323	166.3771	130.8612	177.448	108.83671	171.3849	160.88507	156.43761	123.62458	148.62014	153.1603
FBgn0034391	0.0559415	0	0.10348	0.0611268	0.0773701	0.0136987	0.0620145	0.0964599	0.0368046	0.0407719	0.0493857	0.0526214
FBgn0034392	17.22963	13.49278	14.3319	16.834897	13.4763	17.62481	16.150926	14.5427	14.724737	15.5879	13.1059	15.52505
FBgn0034394	442.29494	475.76658	387.6152	432.7945	453.43348	518.5797	366.69144	474.5574	429.99184	365.47806	317.45423	470.4296
FBgn0034396	0.458016	0.59625	0.642408	0.474804	0.613968043	0.465882	0.421812	0.387285	0.3925454	0.2311032	0.1866189	0.457344
FBgn0034397	0.172602	0.193087	0	0.112202	0.170421	0.0754347	0.0765358	0.148809	0.189261	0.112259	0.135976	0.0649432
FBgn0034398	805.983	818.207	706.471	984.244	822.129	1065.87	771.192	819.659	829.719	997.08	870.646	886.865
FBgn0034399	55.7932	41.2872	47.7629	52.3879	43.1302	41.2989	57.0055	44.9928	47.4539	55.4295	56.0437	39.8702
FBgn0034400	9.40452	7.25467	9.66308	8.55304	5.91287	8.907537	10.63336	11.197591	6.90168	6.43235	5.16477	8.66443
FBgn0034401	9.05574	7.92902	14.0868	10.2578	6.43014	6.24109	18.8771	9.94035	12.2843	9.76407	11.6415	9.8531
FBgn0034402	5.41295	4.07139	5.66441	6.15126	5.65971	4.29462	6.48061	5.46012	5.05696	5.36537	5.30425	6.23222
FBgn0034403	9.08487	3.20309	16.7451	9.72014	2.63862	2.16905	32.3283	5.50724	16.4369	7.40762	10.7521	5.06332
FBgn0034405	504.4926	421.7813	470.6525	526.8648	531.4076	526.1739	455.2732	458.3271	424.6345	606.8535	509.1431	595.4211
FBgn0034406	10.4268	7.14822	9.93076	8.17574	4.68678	6.2768	12.1848	8.14671	7.43158	10.1325	13.3759	6.94732
FBgn0034407	8.77417	12.7492	24.6618	14.3812	10.2597	525.328	12.2026	12.6364	11.0205	16.7139	10.0345	14.406
FBgn0034408	1.997006795	0.919057	1.173567	1.115667117	0.60838	1.279675528	1.144986037	2.803067061	1.463094	0.775231198	0.485415	1.291568939
FBgn0034411	0	0.134883	0.0568664	0	0	0	0.095422	0.0463823	0.188771	0.02614	0.0474938	0.0404844
FBgn0034413	0	0.162187	0	0.0628306	0.143148	0.126725	0	0	0.113491	0.0628626	0.114215	0.0973587
FBgn0034415	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034416	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034417	8.010418	6.30806	6.496803762	5.40902434	5.245608002	6.370895026	5.305866955	5.928041	6.042561004	6.780662	5.650386	5.800008347
FBgn0034418	31.46305	29.75591555	29.56387726	33.02057194	28.025293	29.055099	36.51964015	35.06858252	32.21403015	33.06614037	30.54083012	31.91333857
FBgn0034419	25.21697	25.17311	28.00181	26.52887	24.96106	26.30504	28.1473	24.16457	23.8008	26.92932	25.66337	27.61787
FBgn0034420	60.450481	41.2238212	42.12136364	41.3519868	37.75865501	41.339691	39.611497	51.662862	34.06329204	32.915239	28.199334	38.99923806
FBgn0034422	8.93728	7.1774	12.3991	8.44324	5.71684	5.33452	15.4185	8.18685	9.30989	7.97257	10.3555	7.93396
FBgn0034423	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034425	4.34129	3.05004	5.48393	5.09121	3.52336	3.22427	7.77415	4.62713	5.33572	4.58963	5.0223	4.55033
FBgn0034426	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034427	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034428	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034429	0.182948	0	0	0.0666351	0.151816	0	0	0	0.240727	0	0	0
FBgn0034430	25.457	21.1002	29.4756	21.5945	23.0707	20.6699	24.9529	23.9692	23.58	23.2737	25.3568	23.1269
FBgn0034432	215.5723	193.0694	213.5589	246.045	214.6485	247.5216	231.9675	257.3168	205.292	274.0717	256.1687	260.303
FBgn0034433	3.414237	1.985657007	3.908715004	3.06434	2.20251	1.949820006	5.46268	4.341948007	3.957446016	2.2570645	2.72458	3.052500002
FBgn0034435	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034436	7.327715	4.02586	5.690947	5.501918	4.232613	3.8857827	5.9718066	4.4556054	4.6691475	4.7920032	5.048509	3.597959
FBgn0034437	0	0	0	0	0	0	0.0258148	0.0250959	0	0.0282869	0.0256973	0
FBgn0034438	6.6301	6.23361	4.93846	5.44646	4.05082	5.20481	4.894541	6.37043	3.75733	4.69946	3.979795	3.906442
FBgn0034439	0.348083	0.254541	0.595545	0.357912	0.163085517	0.284124	0.540218362	0.325109017	0.407125077	0.324164536	0.409721803	0.369733
FBgn0034440	0.1564903	0.4046046	0.15511	0.1709962	0.2272544	0.3161402	0.1821502	0.0758908	0.1544318	0.242041	0.129342	0.198768
FBgn0034441	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034442	2.4943	2.22171	2.60185	2.31907	1.7975	3.0379	3.27444	2.8437	2.80702	2.77473	2.82493	2.37096
FBgn0034443	218.15	197.554	168.698	238.858	192.134	288.072	188.718	202.933	226.951	245.685	220.424	197.145
FBgn0034446	0.393316297	0.92448575	0	0.498456	0.326386426	0.144470414	0.130804042	0.254325	0	0.358327548	0.52083589	0.332976371
FBgn0034447	8.14869	5.97195	8.14957	8.79745	3.88384	4.6969	12.6188	5.94456	8.71524	4.61416	5.3953	5.96695
FBgn0034451	24.9524	19.1947	26.4843	23.3219	17.1982	20.6788	28.2556	24.0018	23.9463	23.0708	22.1192	21.1243
FBgn0034452	0.701307	0.522946	0.99692	0.872009	0.581967	0.444137	1.54416	0.390925	1.03417	0.537572	0.624458	0.532297
FBgn0034454	9.61578	9.47125	7.26009	18.0538	14.819	19.3419	10.6597	15.7663	19.2802	16.6864	14.8556	15.5059
FBgn0034455	16.41869	13.9399	20.58937	16.74458	13.37702	12.71951	24.48878	16.21434	18.26535	16.53545	19.89715	13.53481
FBgn0034456	0	0	0.0639	0	0	0	0	0.0521192	0	0	0	0
FBgn0034457	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034458	0	0	0	0	0	0	0.0390107	0	0.0385871	0	0	0
FBgn0034459	0	0	0	0	0	0	0.0252161	0	0	0	0	0
FBgn0034460	10.2401	5.57396	8.11806	6.0854	7.6031	5.93895	3.22629	3.48494	4.25501	4.32087	3.21161	5.17106
FBgn0034461	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034462	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034463	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034464	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034467	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034468	53.0049	8.35074	51.7876	8.03546	6.65721	9.68208	5.71709	5.74314	9.2365	18.7937	8.91601	4.85115
FBgn0034470	59.00999	21.761942	79.4475	29.46053	17.940975	18.124861	20.97826	13.4864	13.722044	21.96763	15.15679	10.47947
