	HC25_Jrk_FB_2_ZT10	HC25_Jrk_FB_2_ZT14	HC25_Jrk_FB_2_ZT18	HC25_Jrk_FB_2_ZT2	HC25_Jrk_FB_2_ZT22	HC25_Jrk_FB_2_ZT6	HC25_Jrk_FB_ZT10	HC25_Jrk_FB_ZT14	HC25_Jrk_FB_ZT18	HC25_Jrk_FB_ZT2	HC25_Jrk_FB_ZT22	HC25_Jrk_FB_ZT6
FBgn0031566	19.24918	13.46441	16.9852	16.51198	11.80701	15.18518	20.76366	17.85449	16.20713	16.10449	14.87501	16.54787
FBgn0031568	0.0830057	0.0184245	0.171091	0.0725596	0.0137762	0.0853695	0.104274	0.0966105	0.0546104	0.0604971	0.0549587	0.121851247
FBgn0031571	1.074312545	0.569708377	1.160991132	0.919686285	0.469315343	0.613558509	1.282177362	1.6789082	0.75750643	0.65918931	0.548348958	0.827304064
FBgn0031573	2.92065	1.90107	3.1347	3.48595	2.2745	2.01355	4.0048	3.02164	3.16313	2.68539	2.79655	2.94173
FBgn0031574	0.184756	0.202658	0.561463	0.314037	0.127763	0.135726	0.770939	0.358396	0.465952	0.359082	0.61164	0.225927
FBgn0031575	2.795512	1.84549	3.989152	3.258268	2.62911	1.437563	4.98052	3.193441	3.491550001	2.410982	3.023178	2.839958
FBgn0031579	3.06475	0	0.161976	0.0744182	0.169548	0	0	0	0.134422	0.967929	1.75863	0
FBgn0031580	3.53184	0	0	0	0	0	0	0	0.178741	2.3761	4.31715	0
FBgn0031585	0	0	0	0	0	0	0	0	0.0380058	0	0	0
FBgn0031589	62.03841725	58.68298663	53.7295366	60.6193046	47.95234962	63.39454796	53.3386822	75.58624193	52.5436413	54.33783859	44.6935888	61.030902
FBgn0031590	59.59078	58.03622	57.86827	55.06678	46.95166	49.80658	75.78306	55.01894	55.7887	58.26279	61.45021	59.3433
FBgn0031592	0	0	0	0.0293582	0	0	0	0	0.04699	0.0293731	0.0533681	0
FBgn0031596	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031597	2.34805272	0.957655	2.198161747	2.164130002	0.892198	2.18774	3.23687	2.110782892	2.34552222	1.356550671	1.289231704	2.133281704
FBgn0031598	10.7254	10.3556	11.0221	14.7053	10.3986	15.7849	13.3789	15.2013	10.8578	13.3573	10.8075	13.248
FBgn0031600	29.2552	23.7166	25.7959	29.6835	26.011	30.3734	37.1303	25.6727	28.0854	28.6108	26.3868	26.3676
FBgn0031601	23.028	23.0329	26.4128	28.8209	21.7522	24.1157	36.3365	17.4247	28.0444	31.7816	34.5491	27.9293
FBgn0031602	0.287494	0.0770413	0.116929	0.150526	0.0894644	0.1143915	0.286833	0.348557	0.107821008	0.0982192	0.0832789	0.1724
FBgn0031603	15.318	14.6638	13.77236	11.299335	9.938	10.50848	18.8951	9.36456	12.0935	11.503024	10.8798	15.771849
FBgn0031604	14.3208	10.6476	16.6259	13.6404	10.0938	10.2563	25.8259	15.8079	17.4639	15.0448	17.3769	16.4356
FBgn0031606	2.76609	2.80992	3.88164	3.28883	3.00775	1.91526	4.82161	4.07058	4.16263	2.47946	2.90506	2.96081
FBgn0031607	10.0193	9.32865	11.4903	11.0543	9.44443	9.00403	14.7518	10.8815	11.2637	11.9106	13.3965	12.8468
FBgn0031608	3.65838	1.63236	3.490138	2.913421	2.10965	1.639863	5.03161	2.88678	3.42676	2.8923	3.85917	2.79967
FBgn0031609	15.15461	13.29268	13.406062	13.49658	10.505396	11.404573	16.65639	14.878005	15.381148	12.59421	13.582658	14.811547
FBgn0031610	2.71478	2.55243	4.23917	3.02634	1.70668	2.29652	3.55667	2.97888	3.78866	2.96792	2.94132	2.64652
FBgn0031611	7.09374	6.81773	7.40454	7.30628	6.54068	6.2535	8.93855	7.44097	7.44135	7.7552	7.38444	7.0286
FBgn0031613	0.331251	0	0	0	0	0	0	0	0	0	0	0
FBgn0031617	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031619	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031620	0	0	0	0.01282041	0	0	0	0	0	0	0	0
FBgn0031621	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031622	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031623	0.254353	0	0	0.0926431	0.21107	0.186855	0.169179	0	0	0.18538	0.336818	0.143554
FBgn0031626	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031627	0.564452	0.189535	0.255703	0.352441	0.100372	0.533137	0.294986	0.495332	0.371359	0.264465	0.106779	0.295816
FBgn0031628	3.22969	2.44652	3.711509	2.40648	2.252351	1.825096	2.600766	3.50204	3.19979	2.818404	3.51507	2.933987
FBgn0031630	3.68854	3.60444	2.35354	4.32044	3.74511	3.07712	2.99316	3.49269	4.1613	4.19781	3.90632	4.03781
FBgn0031631	0.883435	0.625154	0.949669	0.801894	0.876924	0.776711	1.61706	0.889961	1.01284	0.872643	1.02708	0.862307
FBgn0031632	0.427352	0.22601	0.487013	0.48642	0.310301	0.255079	0.461901	0.809507	0.298732	0.3212	0.265268	0.271342
FBgn0031633	22.04461	22.24752	18.99948	23.79333	19.38428	20.72612	29.72884	22.95075	24.54931	26.09016	27.85279	25.39716
FBgn0031634	0.35546	0.102677	0.259729	0.185624	0.120832	0.323882	0.363189	0.131574	0.242432023	0.1857187	0.192819	0.143816
FBgn0031635	21.6944	20.83867	21.92067	21.75398	20.51158	20.27207	25.08869	26.6801	24.67642	20.96439	20.08687	25.34716
FBgn0031636	6.78288	6.559330016	4.61581	5.582687	4.985280006	7.28175516	3.31914	4.98104	6.27002	3.43352	3.209480001	3.28124
FBgn0031637	24.474027	21.200874	21.07968	21.81599	14.31372901	22.495828	21.28787	31.771463	21.52697	17.99471	16.4456	19.96917183
FBgn0031638	6.95022	6.83994	8.29063	7.68908	6.84556	6.15562	8.33839	6.80415	8.16236	5.58629	5.97803	7.66197
FBgn0031639	29.8432	25.2139	29.2191	22.2906	20.7705	20.1051	38.6018	25.4329	26.5106	26.211	31.961	25.9245
FBgn0031640	15.7587	13.4795	14.1838	15.1047	12.5855	13.2306	16.2348	14.9016	12.6675	15.3067	16.004	14.9126
FBgn0031643	22.2697	18.8941	17.5016	19.8824	17.6784	19.3764	22.3631	22.3651	19.9273	20.1917	21.1419	19.2758
FBgn0031644	0.292394	0	0	0.0354996	0	0.214801	0.129654	0	0	0.0355177	0	0.0550081
FBgn0031645	84.782	68.6048	51.7596	44.9505	44.1474	81.3181	59.4559	75.1657	46.8409	41.4576	26.5421	83.14320392
FBgn0031646	0.9823303	1.03903	0.865221	1.362575231	0.611377	1.199673	0.846289	2.064355	1.475127	1.377549	1.7074461	0.900928
FBgn0031649	0.667429	0.627515	0.764281	1.01291	0.89232	0.980623	0.567244	1.17482	0.561084	0.64859	0.761067	0.648744
FBgn0031650	0.0891032	0.0837746	0	0.0324541	0.0739407	0.196373	0.0592656	0.11523	0.058622	0.0324706	0	0.0502889
FBgn0031651	50.5907	46.3172	51.332	47.3291	40.8802	43.0164	56.8022	41.2007	43.5703	51.8144	50.6842	46.1175
FBgn0031652	11.94125	11.07769	11.11789	9.63067	10.62422	9.94146	11.27339	13.39988	11.37447	9.1432	10.7572	9.9854
FBgn0031653	312.932	0.149274	0.125867	0.231313	0.527004	0.116635	0.105602	0.102661	0.522277	4.39718	7.98924	0
FBgn0031654	1.29605	0.547409082	0	0.159049007	0.120788011	0.106930015	0.09681501	0.188238015	1.053400173	0.318259008	0.481871038	0
FBgn0031655	3.02004	2.5004	3.21609	3.02087	1.79543	2.01992	4.49717	2.68145	2.87659	2.54605	3.10384	2.59488
FBgn0031657	16.9313	13.2656	19.9682	16.1405	11.1881	11.2865	31.9078	15.611	19.0468	19.1956	23.5279	19.4656
FBgn0031659	15.009	11.6983	13.6237	15.2011	12.5938	12.1327	17.5909	14.5755	13.0682	13.7043	14.9617	13.163
FBgn0031660	60.3123	56.7056	66.5016	64.3944	68.1126	52.4976	68.4371	62.6176	61.0571	60.519	65.5946	62.446
FBgn0031661	15.0072	14.3851	18.6874	17.5714	15.0657	12.7994	23.9077	17.3723	17.7721	16.1665	18.2733	16.6093
FBgn0031662	44.893	38.157	42.104	41.7909	40.9125	36.9548	52.1881	38.942	41.3366	37.7222	38.3492	43.9441
FBgn0031663	39.1829	36.0174	50.7547	41.0945	34.112	30.7124	57.9412	38.6828	39.9342	46.215	54.6662	41.9582
FBgn0031664	6.453089	4.282708	6.06875	6.88992	5.82747	4.04346	9.67842	4.868078	7.61703	4.2190456	4.775294	4.856077
FBgn0031668	15.4876	16.2277	19.7305	13.9764	14.5785	12.4531	18.7065	16.6908	16.3235	13.8992	15.8154	15.4817
FBgn0031670	92.17059	77.97617	87.18731	99.36391	81.271967	85.63396	102.8325	82.85552	88.44096	95.10964	97.24624	81.04543
FBgn0031673	12.55243003	9.0147803	14.001058	11.48779237	8.151048132	8.587469	20.074047	9.88867002	14.9047292	10.799891	12.800741	9.1151
FBgn0031675	0.822117	0.660347	0.623211	0.438043	0.186218	0.882092	0.503525	0.482227	0.35351	0.5668922	0.35217	0.566353
FBgn0031676	13.3104	10.4969	11.5305	11.8427	10.2863	13.0115	13.7984	10.7675	10.9125	10.5826	9.62688	11.9669
FBgn0031677	21.6935	10.1981	40.3489	20.9691	7.27001	3.3712	72.7003	17.5341	39.249	27.821	48.8908	10.8308
FBgn0031678	0.674995	0.498637	1.07023	0.702439	0.200047	0.283354	1.47516	0.529987	0.666131	0.632517	0.925762	0.462595
FBgn0031681	13.46426	9.928601	15.95242	10.01622	6.401868	11.45505	18.11692	15.95505	14.43943	7.62196	7.30035	10.66721
FBgn0031682	14.52196	9.153177	14.149523	12.02661	9.08857	11.26419	14.35365	14.05883	12.59656	10.14057	10.74311	13.23268
FBgn0031683	12.5458	10.0286	10.6305	11.634666	8.97786	11.58896	11.3853	12.280111	9.660289	11.586727	11.002606	11.202803
FBgn0031684	154.9067	144.82724	149.1535	150.4219	156.6053	137.7891	158.9717	136.7912	138.0415	144.9174	138.1558	176.4864
FBgn0031688	1.75873	1.27197	0.804385	1.8232	1.57172	2.0374	0.854849	2.40565	1.46861	1.47902	1.11968	1.56527
FBgn0031689	115.598	119.527	108.254	171.311	157.194	185.442	91.4799	152.676	155.113	154.307	149.398	102.268
FBgn0031690	0.324249	1.21943	0.7069	0.4724042	0.33634	1.36966	0.269586	1.57247	1.06663	0.649887	0.483047	0.411756
FBgn0031692	71.18939	64.19488	61.028463	70.6721	63.29795	52.514971	61.57351	52.23502	43.21054	57.03496	51.89981	44.89806
FBgn0031693	56.0042	55.3654	50.2109	55.435	57.2633	62.9898	40.8079	51.0274	47.0019	58.6219	52.2219	54.2936
FBgn0031694	16.9699	19.468	12.8315	17.2366	18.3399	19.4243	13.2331	16.2634	17.7624	18.7003	21.0963	15.3023
FBgn0031695	3.18891	3.13146	2.24717	3.12313	1.82298	3.48796	1.79111	3.02425	2.70411	2.71154	2.39292	2.5597
FBgn0031696	4.47066	2.09551	3.765124	3.73676104	2.085104	3.124100213	5.511249327	5.606868	3.994530002	2.86606	2.25596	4.425819
FBgn0031697	0.123756	0.0387852	0.0988672	0.0227118	0	0	0	0	0	0.0150329	0.0273134	0.0465646
FBgn0031698	1.00294	0.40957	1.493826971	0.809639	0.252204	0.61771	1.902148	3.676968	1.038060664	0.657138	0.596978	1.703744604
FBgn0031700	10.25688	17.04435	10.58966	19.80882	16.23117	19.72660059	12.53383	13.57289	14.28091	16.20220033	12.9742504	15.6546879
FBgn0031701	77.9756	172.1638	284.7616	104.9908	135.2475	107.9924	121.1584	127.703	117.3196	192.5035	88.445	43.6479
FBgn0031702	29.856542	29.72061666	25.63841	30.94606511	31.24071	33.71104	25.902773	41.270025	32.79897	28.67274701	27.515022	32.542678
FBgn0031703	37.6251	36.4363	32.5552	41.0538	36.1289	40.1576	36.1443	35.103	33.63	40.9572	35.5884	37.829
FBgn0031707	0.0983298	0.0924496	0	0	0	0.1444716	0.1962078	0.1271626	0.1293846	0.0716658	0.065105	0.0554964
FBgn0031708	33.8626	36.5995	33.9581	39.2151	43.3512	37.4208	39.4637	34.8089	34.4651	42.5046	44.0748	40.1836
FBgn0031710	11.4442	8.23651	9.11277	10.3839	8.78242	10.044	10.6433	9.29908	9.26168	8.87604	8.11375	8.45958
FBgn0031711	21.9461	20.6336	27.0906	21.26972	21.04725	16.066373	35.00268	23.961961	27.1785	18.9283	21.770797	21.94356
FBgn0031713	30.5151	32.827	30.38	30.397	34.2147	24.9196	35.9676	33.6353	30.7213	30.2314	33.4076	30.5999
FBgn0031715	0	0	0.496353	0.114022	0	0	0.416441	0.101211	0.411918	0.456321	0.829091	0
FBgn0031716	0.102316	0.0961968	0.0405563	0.0372664	0	0.112746	0.136107	0	0.0673145	0.055928	0.0677439	0
FBgn0031717	58.05080054	54.246134	42.14033343	50.15722154	44.61663719	54.10524068	45.883235	47.48539178	42.86225	46.59611	36.52969341	54.90823348
FBgn0031718	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031719	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031720	0	0	0	0.0480372	0	0	0	0	0	0	0	0
FBgn0031721	0	0.095657	0	0	0	0	0	0	0	0	0	0
FBgn0031722	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031723	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031724	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031725	0	0.0438876	0.0740115	0	0	0	0.0310479	0.0462326	0.0235203	0	0	0.0526904
FBgn0031726	0.434767	0.885661	0.34467	0.73899	0.360783	1.3308	0.0481964	1.686747	0.047673	0.4753064	0.047977	0.940615
FBgn0031728	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031729	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031730	0.155427	0.139363	0.0559012	0.1018054	0.0644892	0.0570905	0	0.201002	0.0489172	0.247942	0.295797	0.33571
FBgn0031731	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031732	0.528168	0.215256	0	0.363375	0.048699	0.301783	0	0.44412	0	0.171087	0.116568	0.264972
FBgn0031733	0	0	0	0	0	0	0.0301721	0	0	0	0	0
FBgn0031734	61.5759	48.48199	39.97581	46.00076	31.02384	46.00701	37.45842	71.36094	37.71645	38.19907	28.70262	39.93072
FBgn0031735	0.99334	0	0.738271	0	0	0.0456084	0.0412941	0.120432	0	0.248867	0	0.140158
FBgn0031736	12.4555171	10.7152044	14.9597	11.5912078	8.6822342	9.1501669	21.1257	12.8057	13.8489435	12.641035	14.1434396	12.688714
FBgn0031737	33.2938	38.0047	31.6538	26.203	31.2545	20.1341	21.9719	35.2812	26.1042	20.43006	23.1163	21.26587
FBgn0031738	2.945743	1.91975	2.246286	2.41395	0.768017	2.05493	2.714494	3.697524	2.259563	1.240373188	0.678966	3.1461519
FBgn0031739	4.91452	3.329697	9.24494	4.133851	3.04139	3.0032388	11.6348	6.194	8.98753	4.12824	6.23212	4.0500972
FBgn0031740	3.08172	2.83706	4.88619	3.29721	2.45076	1.98092	5.25251	5.02321	4.64635	2.71398	3.44322	2.71764
FBgn0031741	3.1575751	2.1204945	2.5747831	2.86380613	1.57216	2.90726	4.07159	2.33751	2.1365871	2.3836111	1.9711954	2.4949861
FBgn0031745	2.16858	1.116	2.07805	1.13488	0.861871	0.653992	1.84217	1.95077	1.72455	0.973247	1.3426	0.781574
FBgn0031746	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031747	0	0.0935567	0	0.144974	0	0.146202	0	0.193028	0	0.036262	0.0658846	0
FBgn0031749	0	0	0.0679074	0	0	0	0	0	0	0.0312153	0	0
FBgn0031751	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031752	19.53727	16.20754	16.51756	22.41937	12.98718	25.97749	18.74982	26.66872	18.15722	20.46523	15.6527	21.45681
FBgn0031753	0.118416	0	0.0938768	0	0	0	0.0787628	0.0765694	0	0.0431527	0.0784043	0.0668329
FBgn0031756	3.53736	1.90951	7.895495523	1.8792669	1.3355029	1.1434	9.54174791	2.657040507	5.592166	3.098207343	5.62916286	2.236025922
FBgn0031757	0	0	0	0	0	0.0734675	0.0665178	0	0.0657954	0	0	0
FBgn0031758	0	0	0	0.0611382	0	0.123312	0	0	0	0	0	0.06329953
FBgn0031759	4.59933	1.766287	4.88313	3.437292	1.228595	2.6323247	6.359156019	8.906154907	4.414230665	2.429428406	1.833520002	5.52484001
FBgn0031760	1.20967	0.587086	1.2496	0.560763	0.152095	0.619368	0.902123	1.63549	0.868209	0.480899	0.364804	0.910304
FBgn0031762	0.15239892	0.17193956	0.8698865	0.37626637	0.0886813	0.052338	1.0662186	0.44044827	0.4612107	0.220682	0.259443	0.160838
FBgn0031763	0	0	0	0	0	0	0.104768	0	0	0.0574006	0.104291	0
FBgn0031764	4.13719	4.92706	8.41827	5.02297	4.119813	4.25501	10.36509	6.0637	9.16376	6.03064	7.21341	7.00498
FBgn0031765	0	0.058226006	0	0	0	0	0	0	0	0.0225681	0.041004002	0.069904702
FBgn0031766	4.51288	4.50819	5.03111	5.39348	4.21305	4.86932	5.15913	3.92117	4.5464	5.29344	5.04227	4.05932
FBgn0031768	13.923871	13.86978	15.43656	13.80523	15.15066	13.1292	19.9263	17.33971	16.03351	14.01897	15.44923	14.71320105
FBgn0031769	10.8654	3.979181	14.207328	10.6114679	3.394707	3.8732	25.85546	6.761453	15.057361	5.742119	7.830904	6.083188
FBgn0031770	0.0940627	0.0589584	0	0.0114202	0.0260188	0	0.0208548	0.0405481	0.0412566	0.0685558	0.0415197	0.0884801
FBgn0031771	199.4132	195.5886	203.332	211.4328	228.8479	190.5826	203.2158	215.5555	189.5756	215.0552	233.9832	211.1706
FBgn0031772	28.8893	22.11388	27.15881	23.27955	22.91249	22.9132	29.75821	27.77227	23.54803	24.78202	26.06802	27.99238
FBgn0031773	11.9973	10.7855	9.85211	10.9505	9.00378	10.3936	11.5723	11.59	10.8491	11.3045	11.5513	11.0335
FBgn0031774	13.86164642	12.60783	14.44895	12.539392	13.56755	10.81188985	16.87669	11.91414	13.51929012	12.047648	13.48722	13.566417
FBgn0031775	1.04016	0.419123	0.353402	0.703591	1.10977	0.764127	1.08718	0.480413	0.782092	0.487349	0.39354	0.587054
FBgn0031776	46.6711	29.4196	47.7209	40.3727	31.0273	30.1949	70.7277	33.95506	46.2327	38.46057	40.3824	37.2341588
FBgn0031777	16.44855777	12.82991	13.99141	14.77827	14.64552	8.844460006	18.99993	13.8153	15.44192	14.18908	16.14286	16.94361
FBgn0031779	8.43711	7.48354	7.23556	5.9335	6.20877	4.5219	8.2589	10.465	8.41358	5.41441	5.90248	7.2176
FBgn0031782	4.548266	2.338582	8.73261	4.89219	3.7743	2.401546	12.715292	5.008824	6.87307	5.697513	9.08138	4.05104
FBgn0031784	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031785	0	0	0	0	0	0	0	0	0	0	0	0.0103634
FBgn0031786	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031791	2.42447	2.421952	2.162301	1.54537	1.88616	0.667906	1.10866	2.44952	2.59202	2.15357	2.20723	1.45387
FBgn0031792	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031799	3.6078	2.70923	4.12308	3.447298	2.00239	2.8397	5.407062	4.150647	4.161527	2.63801	2.792045	3.25264
FBgn0031800	2.442135	0.773759	1.335207	1.24512	0.998129	1.34868	1.0642276	1.39176	0.791341	1.03813	0.754473	2.138768
FBgn0031801	123.363	91.32	66.0606	96.7693	88.9058	84.6101	94.9133	106.831	53.2267	80.0189	53.4657	143.914
FBgn0031802	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031803	0	0	0.060064	0	0	0	0.0503938	0	0	0	0	0
FBgn0031804	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031805	13.1839	12.8842	8.72858	13.3561	14.4304	13.608	16.4067	13.6582	11.0677	14.2411	13.9542	17.2554
FBgn0031808	2.85604	3.40451	2.42591	4.23533	3.6397	5.35771	3.35832	4.81474	4.76466	4.99949	4.72752	3.97223
FBgn0031811	0.693539	0.613708	0.517475	0.386342	0.135417	0.419582	0.694887	0.886641	0.68734	0.356804	0.3890951	0.552784
FBgn0031813	77.709	66.008095	64.926636	74.81628	73.12261	77.93478	76.62726	87.59829	66.88741	73.48313	64.78804	102.99807
FBgn0031814	46.01847	39.37884	38.28351	43.54705	26.4274	63.23043	35.331852	57.49155	37.83471	32.9991	22.44433	55.685509
FBgn0031815	49.61173	41.10721	45.36144	46.8798	42.20085	49.22892	46.69728	46.72124	46.04884	47.03758	42.38519	46.3536
FBgn0031816	1.401769	0.776252	1.23206	1.02598	0.813989	0.89217095	1.29212	1.19470463	0.7371	0.938009	0.868214	1.09641
FBgn0031817	3.512162	3.393854	5.41399	2.80721	3.15738	2.436795	5.580593	3.21726	4.236269	3.27082	4.1341	3.68915
FBgn0031818	19.1656	15.98683	19.67041	15.21731	15.4574	12.9795	19.38986	20.97982	19.12571	13.49221	14.01065	17.5227
FBgn0031820	5.19277	3.13528	5.97928	5.954750017	3.36853	4.7719	7.83412	7.639535812	6.127	4.16013	3.65657	4.76745
FBgn0031822	29.4906	23.1059	29.2241	30.4339	26.5116	25.0175	43.6673	24.0633	35.3398	26.8671	29.0565	27.3441
FBgn0031824	56.9178	57.2879	45.3773	45.2343	51.4958	46.0006	42.2365	41.216	42.8341	38.8212	37.1542	42.4542
FBgn0031826	0	0	0.143848	0.0660894	0	0	0	0.0586637	0	0.0991845	0.0600695	0
FBgn0031829	0.156895	0.073756	0.186572	0.142864	0.130196	0	0.208712	0.0507249	0.206445	0.171524	0.311643	0
FBgn0031830	391.3006	385.588	378.816	362.672	433.1009	332.0792	345.5342	345.6433	371.1325	353.3558	393.2514	360.089
FBgn0031831	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031832	9.80591	8.776961	10.835936	10.007203	8.267457	8.29864	16.92113	11.21941	10.63619	10.983478	13.359752	10.859193
FBgn0031834	2.956760001	2.30718	4.39468098	3.80139	2.49248	2.589976	4.63863	3.71197	3.458014822	3.01252	3.218100096	3.341780001
FBgn0031835	0.102711	0.0724263	0.1281103	0.0900534	0.0559555	0.1320957	0.046065	0.1940563	0.110524	0.03365093	0.0425035	0.0724611
FBgn0031836	54.7184	34.89539	41.74558	43.41537	28.925599	45.298	48.23487	40.68769	36.99935	36.39715	32.47757	45.29001
FBgn0031837	0.265177	0.166212	0.981046	0.482927	0.806858	0.0649353	1.58741	0.342933	0.581543	0.483172	0.877878	0.199551
FBgn0031844	0.08118788	0.15266269	0	0.029571281	0	0	0.0540051	0	0	0	0	0
FBgn0031848	2.89844	1.49881	4.365819	2.216972	1.08235	1.171101	6.7475	2.53013	4.7673	2.429345	3.358395	1.96302
FBgn0031849	0.061968	0	0	0	0	0	0	0	0	0.0451642	0.0410295	0
FBgn0031850	13.863515	10.9757322	11.380484	11.28624	9.197283	9.267373926	8.639531001	16.567281	9.174653071	8.232959317	7.387613748	10.452704
FBgn0031851	7.55754	4.98637	9.61775	7.48537	4.07097	5.40587	11.0236	7.63026	8.94122	7.07848	7.37417	7.5954
FBgn0031853	0	0.0997983	0	0.0128872	0.0293611	0.0519851	0.0235338	0.0915137	0	0.0257875	0	0.0399385
FBgn0031854	0	0.0651678	0.0549491	0.0126229	0.028759	0	0.0230512	0	0	0.0631466	0.091785	0.0391194
FBgn0031855	0.553266	0.26009	0.250636	0.374244	0.23241499	0.522571	0.5961187	0.61576531	0.39	0.3878408	0.2225271	0.401474
FBgn0031856	0	0	0.100951	0.0463807	0.052835	0	0	0	0.0418889	0	0	0
FBgn0031857	4.103839379	4.72525486	3.276746144	3.584121299	3.119110219	3.294269846	2.469303943	6.461207424	2.641102569	2.786474455	3.00603	3.460467987
FBgn0031858	0.1698	0.0638582	0.1938307	0.185539	0.112724	0.249479	0.0677639	0.153712	0.128687	0.106919	0.0971305	0.064831
FBgn0031859	0	0.145339	0	0	0	0.113561	0	0.0999557	0	0	0	0.0872455
FBgn0031860	86.34649	86.29780185	89.9108	97.26210016	102.1190003	94.50510012	86.646	98.2171015	82.6321	110.595	97.47840001	109.051
FBgn0031861	0.368942	0.607037017	0.658093	0.464394083	0.22962	0.406552	0.429443008	0.741984899	0.25164924	0.638628	0.610697	0.468511
FBgn0031865	0.385961	1.209598	0.373973	0.468595	0.284695	0.0945123	1.28358	2.32929	0.253928	0.265672	0.0851824	0.145221
FBgn0031866	0	0	0	0.0238034	0	0.0141294	0	0.0281719	0.0143321	0.015877	0.028847	0.0325656
FBgn0031868	9.48217	7.56435	12.01609	9.72005	6.825419	7.67827	15.98234	12.51804	10.84636	8.9004	8.96548	10.4803
FBgn0031869	5.54472	3.7018683	3.599157	3.625281677	2.7576678	3.890685	3.300050498	6.064557819	3.420213336	2.76134005	2.25472621	4.489704
FBgn0031871	8.599395	7.21106	10.9323	9.114293	6.943187	8.02474	12.93384	8.716413	10.55069	7.87673	9.23306	8.438811
FBgn0031872	1.87942	1.24911	1.90097	1.84118	0.860471	0.999797	2.17684	1.44574	1.85474	1.02733	1.15856	1.22532
FBgn0031873	10.5773	7.16606	9.12523	9.40479	6.84119	9.02733	8.69069	8.85099	8.2893	8.44595	8.85711	8.86678
FBgn0031874	2.257277	1.682084	1.800185	1.779464	1.256227	1.769253	2.92917	2.269184	1.675032	1.880671	1.959078	2.358514
FBgn0031875	6.74452	4.06893	9.49066	7.10354	3.87113	3.46829	15.2525	4.61548	7.80224	5.22284	7.40545	4.28236
FBgn0031876	6.8663	7.18309	6.67008	8.38335	6.01889	7.67282	10.5492	6.06569	7.76232	7.7885	7.42764	7.5868
FBgn0031877	22.08484	18.72842	22.74347	19.83389	22.27955	18.29186	25.27437	20.16049	20.29903	20.71193	21.718737	19.00215
FBgn0031878	2.738473909	0.980584	5.31227	4.020747	0.954518705	0.48282195	7.873557	1.239520018	4.27197	2.242531477	3.763487985	1.129599
FBgn0031879	1.1761907	1.0920317	0.888021	0.69349375	0.558468345	0.833729343	0.771341001	1.8539589	0.75701399	0.570726241	0.4485099	0.76461907
FBgn0031881	10.1994	6.00462	8.99261	11.2142	8.0683	8.19303	11.6025	10.4781	10.4731	10.8726	12.7489	9.46855
FBgn0031882	4.951024	4.734540042	4.39898	5.324989412	3.839551844	4.49103	5.216719	4.99621	4.74868	3.580709	3.34193	3.919817
FBgn0031883	40.18138	35.47512	41.1856191	40.22141	41.453336	36.1416847	47.47192	63.77650065	47.234551	34.852429	26.22279	49.28408206
FBgn0031885	4.37867	3.12786	5.70143	5.121562	2.446402	5.579466	7.084797	7.207313	5.790777	4.435152	2.60762	5.43957
FBgn0031886	2.37614	1.37479	4.63688	3.39527	1.21341	0.738513	8.2062	2.06829	5.29113	1.89832	3.0255	1.65055
FBgn0031887	0.607041	0	0.180466	0	0	0	0.151412	0.147195	0	0.110608	0	0
FBgn0031888	1.8862	1.23153	1.28764	1.08777	0.86957	0.885277	0.662137	1.32127	0.758358	0.916479	0.797886	1.2124
FBgn0031893	21.028603	19.16466	19.664858	22.2753	16.339939	20.314181	21.793652	21.02671	19.4577	21.98847	20.91626	20.02275
FBgn0031894	0.345517005	0.139223449	0.586962051	0.374026	0.204800669	0.215538	0.49246211	0.127666372	0.324742444	0.3784135	0.420899	0.3184339
FBgn0031895	3.11714	1.7822	4.60841	2.0866	0.908843	1.42347	5.687621	2.56033	3.741336	2.179766	3.012157	2.09212
FBgn0031896	9.7637	5.53782	9.483106	6.47728	3.937881	6.4299	10.886233	10.479883	9.11494	5.54643	5.359949	9.10436
FBgn0031897	71.67267	50.583165	63.641657	57.584291	37.756704	74.226727	67.66455	120.619906	67.816937	56.622127	41.4486124	89.859711
FBgn0031900	0.251023	0	0.0398007	0.0182861	0	0.147527	0.333929	0	0.0660604	0.0182954	0.0332409	0
