	HC25_FB_2_ZT10	HC25_FB_2_ZT12	HC25_FB_2_ZT14	HC25_FB_2_ZT16	HC25_FB_2_ZT18	HC25_FB_2_ZT2	HC25_FB_2_ZT20	HC25_FB_2_ZT22	HC25_FB_2_ZT24	HC25_FB_2_ZT4	HC25_FB_2_ZT6	HC25_FB_2_ZT8	HC25_FB_ZT10	HC25_FB_ZT12	HC25_FB_ZT14	HC25_FB_ZT16	HC25_FB_ZT18	HC25_FB_ZT2	HC25_FB_ZT20	HC25_FB_ZT22	HC25_FB_ZT24	HC25_FB_ZT4	HC25_FB_ZT6	HC25_FB_ZT8
FBgn0000008	3.873898	4.469003	4.293392	3.66194	4.597366	3.858001	3.0419137	3.467615	4.17302	3.911289117	4.700145	5.2721	3.785744	3.69777226	3.99244	4.122804192	2.716747	4.4524687	3.243478	3.96566	4.16082	5.35437	4.802472951	2.65331
FBgn0000014	3.287989513	4.055732	3.974257	3.242971028	4.074850002	3.34785607	3.283266	3.378475364	3.70085602	3.633698002	3.76583112	3.427881	4.8640874	5.121148	3.9111057	5.228968	7.471777	3.405294	3.746759704	4.48596032	5.036815	3.084442	5.8294256	3.657109295
FBgn0000015	0.2579814	0.4605248	0.2628107	0.221074	0.655884261	0.4047266	0.2192404	0.7762978	0.326244368	0.2610814	0.26768	0.428026	0.810409	1.366339	1.281936	2.5416646	2.5801351	0.638331	0.1605345	0.6956736	1.1135121	0.660310902	1.21758154	0.8842047
FBgn0000017	4.1934093	2.5750275	5.321662004	2.640322	2.601238734	2.89498189	2.217716519	2.51253	2.996707304	2.982998291	2.7238553	2.841279805	2.747991257	3.4660043	3.056462568	4.021063	2.849243	5.24324445	3.10538374	2.521549136	4.556973747	10.01911134	3.898300629	2.574809
FBgn0000018	8.19662	8.58049	9.75111	7.14213	9.23063	8.40593	6.56999	9.01131	9.75178	8.51129	7.50002	8.18907	10.1737	8.14103	9.05486	9.14513	9.77245	8.8815	8.8379	9.54333	8.85789	11.6083	10.6748	9.42416
FBgn0000022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000024	0.3968913	0.378217	0.7457913	0.534232	0.5745675	0.8122029	0.864637	0.608129	1.002529	0.283909621	0.7726677	0.5915155	1.553329	0.800257	1.042044	0.770965	0.973689	0.755969	0.894078	0.964313	1.2851671	0.968492	1.711442	0.713779
FBgn0000028	0.0211733	0.034310544	0.0608618	0.0249906	0.0241688	0.033412	0.0244753	0.0430857	0.0521306	0.0221348	0.0181554	0.0207363	0.194978	0	0.0860533	0.0577033	0.0293856	0.157169	0	0.056236914	0.0752061	0.0937336	0	0.0529533
FBgn0000032	20.86710042	13.445	31.0266	17.107665	17.24001	24.655241	13.68630689	24.64711	25.0693	21.55176205	21.29890098	20.2394	22.34130005	24.4968	23.94968	38.39587	20.0281	48.04297	32.0479	21.22731	40.78	73.9765	32.64350078	21.6923
FBgn0000036	0	0	0	0	0.0184993	0.00213119	0	0	0	0	0.0414866	0	0.0621836	0	0.0164668	0.0110419	0.0674772	0.0150376	0	0.0246625	0	0	0.023124	0
FBgn0000037	0.101808898	0.094523619	0.01625806	0.020027239	0.11621244	0.031238725	0.047128335	0	0.020888473	0.106432148	0.145495823	0.049853812	0.247401879	0.133333479	0.103443787	0.161850619	0.211944753	0.094465763	0.134068183	0.12910751	0.160718744	0.175274377	0	0.167959
FBgn0000038	0.116421	0.216179	0.52056	0	0.0885939	0.183714	0.0359282	0.276389	0.0477729	0.162276	0.166378	0.418065	3.12184	0.101646	0.55202	0.264399	0.215434	0.432094	0.255517	0.11811	1.198495	0.286328	0.66445	0.709009
FBgn0000039	0.0413879	0.0384262	0.0396558	0	0	0.0326555	0	0	0.0509502	0	0	0	0.190564	0	0	0	0.0574405	0.153611	0	0	0	0.0610742	0	0.0517543
FBgn0000042	397.089266	489.8111	609.346362	317.8923	318.0042	481.998045	232.2083	482.833152	472.135768	424.82408	437.6794	440.809253	504.022226	529.455551	536.4586	765.866194	259.5158	876.6522	293.9608	397.5868	566.4108	1104.250638	615.218439	431.584337
FBgn0000043	48.8209	36.3646	117.062	39.552	41.5582	61.7746	28.0077	74.697	63.3554	51.7448	56.8356	58.6667	56.8103	56.0463	105.457	95.4312	24.4913	146.526	61.1326	38.4568	85.9761	143.723	65.5357	65.0473
FBgn0000044	688.776	1253.88	1014.54	864.307	793.987	1042.13	1120.48	836.518	1222.1	877.682	841.169	922.704	875.702	1190.69	1018.34	898.464	1232.39	533.076	740.066	672.465	556.037	530.908	668.19	631.028
FBgn0000045	10.90541	38.3493	39.26413	17.70345	16.59694	26.48778	35.65867	20.82179	27.88473	14.27149	19.76274	19.05954	11.18603	15.81845	16.98015	6.32541	13.7768	13.78121	13.36157	9.04193	8.42878	5.52044	11.60278	12.29839
FBgn0000046	158.5669	307.8191	252.6761	203.5083	185.6129	239.3271	260.2265	187.9458	297.7992	196.728	179.7264	204.5411	165.8178	226.0602	179.7024	157.699	248.9117	126.9921	138.8606	134.058	121.9375	91.4407	142.5909	145.7361
FBgn0000047	0.19279	2.64122	0.433509	0.835184	0.146163	1.42326	2.68525	1.05008	0.793285	0.0674346	0.220635	0.0630706	0.489085	0.75023	0.130178	0	0.529235	0.480893	0.256197	0	0.0766128	0.470633	0.546244	1.27002
FBgn0000052	87.03577	79.88079	60.8404	57.72495	75.12745	64.66569	55.59205773	62.7856777	71.3975	61.77689	80.08436	97.6192	67.47323	52.56659	44.74194	56.00431	38.48197	65.50133	45.002331	75.37863	67.1204	51.34096	68.6192	53.3117815
FBgn0000053	115.52129	114.71222	92.39634	94.75364	109.35668	90.20777	83.16026	86.57559	97.36507	96.67056	120.63174	134.07555	80.91404	62.64711	78.8016	55.92433	63.22371	67.27058	71.87021	81.94231	90.88759	58.02633	54.55437	58.75502
FBgn0000055	13542.919	11041.466	6143.1153	10692.369	11903.639	8539.1	9017.598	9176.42	8109.0116	9431.036	9320.845	11024.543	10080.405	4786.2209	5547.5143	7937.055	5475.078	4848.6661	5205.872	10056.059	5005.344	6070.247	7559.349	9300.737
FBgn0000056	152.799	115.666	76.7153	137.069	136.4290001	102.22	108.828	107.6000003	99.8316	111.946	111.935	119.993	206.605	85.0319	95.6873	165.785	121.238	78.46910001	134.972	207.659	106.83	130.237	155.299	186.137
FBgn0000057	26.33985	21.78214	24.16712	18.004	20.1096	24.51172	18.89614	24.35127	27.9822	24.122	24.133	26.0908	19.1248	14.7437	16.9396	16.56996	12.4636	26.7924	16.18309	18.43946	19.5865	24.79215	18.9445	17.40897
FBgn0000061	0.0546001	0.101386	0	0.0644436	0.0623245	0.08616	0.15165	0.0555529	0	0.0570793	0	0.0534732	0.0837989	0	0	0.148801	0.0757772	0.202648	0	0	0.193935	0	0.077905	0
FBgn0000063	4.63008	0.383058017	4.26062	2.218390033	1.308200047	2.48368	0.381976001	1.8657	2.37022	1.952684	1.100630069	1.301990055	2.32181	1.74108	2.14261	6.05927	0.699850023	11.36286	2.617904717	1.464980056	4.93914	18.7384	3.59751	1.60509
FBgn0000064	1145.91102	1028.265576	620.481127	997.60352	1094.28384	901.65188	830.639415	944.146346	970.451603	1021.755821	1013.74285	1244.94947	866.2853	533.91697	539.028	681.7667	601.40612	539.32882	553.63158	890.7062	603.9022	623.159319	761.34511	719.3639
FBgn0000071	0	0	0	0	0	0	0	0	0	0	0	0.064756153	0.050740334	0	0	0	0.091766262	0	0	0	0.078285371	0	0	0
FBgn0000075	0.056608	0.102277	0.488151	0	0	1.4570694	0	1.657421	0	0.0591783	0.236146	0.593374	1.43353	0.28854	1.248703	1.54273	0.0785638	8.46564	0	0.430719	0.0670224	9.756007	0.24231	2.896096
FBgn0000077	13.61216	10.70618	15.7009	14.12195	14.54822	13.65896	11.79974	14.02618	13.55519	14.59283	13.45622	13.07652	13.1072	13.39871	13.03793	14.76791	17.20717	20.91659	15.75615	15.83273	14.78207	20.98251	16.94807	13.98598
FBgn0000078	16.9453	32.0166	89.7459	322.598	18.6353	12.9679	8.84053	17.6835	13.7682	14.2482	16.4231	16.4974	77.8412	4.95677	135.183	5.80331	69.3568	18.1645	4.33435	8.36368	11.6322	6.02213	215.136	6.40358
FBgn0000079	1.03169	14.791	53.1814	233.7925	3.35498	2.3459	1.04394	0.808196	6.682062	0.5898	1.232521	2.09885	51.35477909	0.848496	93.012281	0.627226	46.3087	9.0942755	0.183757	0.806005	8.730470015	0.330085	158.445014	2.68008
FBgn0000083	133.97259	163.64046	153.7471651	150.0865547	149.093781	138.4309537	138.0702	146.1673701	133.6142741	139.3090492	139.8592007	155.1772151	153.64513	174.94224	143.37541	159.19487	150.61943	151.8373	100.23632	135.1444008	123.1244004	110.6835002	117.32709	143.6305776
FBgn0000084	95.4895	119.5814	104.3766	102.7998	107.2089	100.8576	111.1578	106.1963	88.4718	96.0578	97.256	107.6407	67.3559	70.0428	60.4935	62.0203	52.949	87.018	48.7035	50.2515	72.3597	49.5297	47.8443	64.0456
FBgn0000092	1.07792	1.00078	0.619683	0.636124	1.23041	0.708739	0.598773	0.877381	0.530784	0.225372	0.739421	0.3167	0.41359	0.282337	0.876179	0.734406	0.598397	0.200034	0.709734	0.820165	0.51049	0.318126	0.615201	1.3479
FBgn0000094	0	0	0	0	0	0	0	0	0	0	0	0	1.93484	0	0	0	0	0	0	0	0	0	0	0
FBgn0000097	6.26898	4.395727	6.69678	5.58878	5.409132	5.916545003	4.129370001	5.467456001	6.605660001	5.613479264	5.776304	5.593715028	5.46357	6.35556001	7.777150005	7.19554	6.0487	6.797100046	5.91001	6.252090001	8.000774002	13.00320794	7.587333718	4.820632266
FBgn0000100	2224.68	2548.71	2907.24	2107.342	2306.05	2354.15	2282.17	2417.36	2340.67	2129.102	2455.51	2535.06	1686.236	1830.741	1765.762	2041.52	1499.068	2272.346	1546.613	1443.819	2061.475	1583.152	1409.66	1903.603
FBgn0000108	0.214634	0.3063767	0.411773	0.1859458	0.2973743	0.348296325	0.3042329	0.3075722	0.193985149	0.2723467	0.503498	0.3488557	2.152708	0.4689146	0.436659	0.4098275	0.874579	0.2126174	0.169737	0.23974	0.525487	0.3844351	0.694951	0.5115683
FBgn0000109	56.7831	52.03861	51.59504	62.6907	56.10719	56.5722	58.4121	56.43041	56.536	57.2139	53.9737	51.58754	61.59	49.38485	50.68797	64.97893	59.8687	45.74417	51.54986617	66.3148	47.25194	60.4084	51.2916	53.75878
FBgn0000114	45.1713166	18.868616	83.139669	21.4317906	31.464736	48.4357183	15.828198	42.438758	54.82817824	37.7835934	47.4681411	44.016324	40.0025459	52.543401	53.163588	93.2867634	15.368271	95.396756	46.9806793	27.480584	89.2364348	167.81628	54.06065	39.029499
FBgn0000115	50.8747	44.9031	47.986	47.7254	46.7593	49.2114	45.8774	53.6448	43.2709	41.0282	41.1305	47.2364	45.9361	37.0346	37.3254	56.1794	33.3778	55.6654	36.8908	39.8156	51.1601	56.7438	41.6683	41.3099
FBgn0000116	162.206508	214.68138	209.74044	175.74186	191.550451	198.25666	221.62761	201.46315	199.88228	166.833438	166.56997	187.57701	216.68954	210.96034	224.59271	206.35977	225.11035	162.52821	150.38847	153.5007855	168.45055	108.8785208	183.50762	174.72322
FBgn0000117	75.71839605	57.45947501	91.44832546	57.17408262	66.11905273	72.98736138	57.02195079	72.56948476	70.57593551	62.85038047	65.0975811	67.91569045	62.5341287	63.52214404	68.6723078	85.70278	57.60300417	105.0492839	60.1895324	54.90085176	88.69273573	114.5802332	64.91558757	51.93116388
FBgn0000119	4.82018	5.27241	4.47413	4.4269	4.65959	5.18974	4.50446	5.14951	5.85967	5.16502	4.39146	5.07475	4.66992	5.32635	5.14246	3.65355	6.45976	3.9414	4.83999	4.85955	5.90315	4.71231	4.8358	3.673
FBgn0000120	0.1516721	0.131818	0.136036	1.9271	0.17313	0.8977945	1.38018	0.385798	1.307	0.475677	0.325134	0.148542	364.7120006	0.297954	0.586521	0.3100118	0.10525	0	0.373931	0.5770222	5.79939	0	0.607735	0.189662
FBgn0000121	0.325454	0.241732	0.311834	1.84382	0.222898	1.42088	1.02446	0.927173	2.96479	0.408278	0.446505	0.191242	285.314	0.426228	1.19045	0.798258	0	0.241584	0.257147	0.297158	5.93407	0.0960515	0.742987	0.569758
FBgn0000137	0	0.0365144	0.0376828	0	0.0897853	0.0413743	0	0	0.0484153	0	0	0.077034	0.120722	0.103013	0.239761	0	0	0.0729841	0.103581	0.0598489	0.0465642	0	0.224461	0.344256
FBgn0000139	29.84358834	26.52694	30.82057	30.62392	30.60794	31.97	31.84358016	31.47902	30.93322	27.38098	29.50539	27.6431	29.3185244	32.13757	24.3191837	26.80312016	35.36010025	36.1279	39.4168	34.51572466	37.99912	36.9922	26.65550208	29.88674
FBgn0000140	8.78995	0.769651	7.50457	3.30639	2.18616	4.82656	0.767478	3.81001	4.18756	3.76528	2.32853	2.65955	3.082	2.75157	3.57244	7.7708	1.19017	15.5162	4.31011	2.04449	9.35792	26.5113	5.15946	1.71576
FBgn0000146	10.7924	4.28103	24.112539	4.21973036	6.94147	12.4082	3.9596	13.4624	13.7383	11.1427	12.4629	13.1548	10.1537	13.4778	15.42595	22.77621	2.41136	28.1651	16.94877	4.52534001	21.3229	36.59516	13.58720002	10.4037
FBgn0000147	11.2702	1.3597	11.4087	3.6825	2.3985	6.38038	1.00216	5.76585	5.64372	5.1255	4.14945	3.67921	5.47259	5.08677	4.14055	14.2294	0.97207	27.4136	7.12721	2.4224	9.95122	39.8392	6.99557	3.02564
FBgn0000150	2391.032	2596.952	2748.369	2244.458	2415.357	2425.467	2102.854	2601.653	2291.39	2347.369	2680.907	2710.357	1703.92	1310.409	1389.725	2134.12	792.334	2127.065	1048.439	1377.153	1618.848	1521.956	1035.5711	1668.369
FBgn0000152	5.83406	3.33055	6.00817	3.61015	4.07489	5.10412	3.5539	5.18397	5.04613	4.43962	4.05312	4.89069	5.13883	6.08288	4.12662	6.41749	5.69399	8.98417	5.77082	3.84548	7.68933	9.9628	5.16024	4.58121
FBgn0000153	3.073622	4.81558	3.221088	5.72504	3.343992	3.46085	4.35736	3.81135	2.42398	3.46422	3.37676	3.057221	4.34739	5.53484	3.2250802	3.1499495	4.93227	1.336842	2.78268	2.70408	1.933268	1.93949	3.4262	3.663316
FBgn0000157	0.2226966	0.393952	0.203279	0.3679827	0.657324	0.4680086	0.444076	0.678417	0.298486	0.512178	0.493777	0.534289	0.814036	1.1114	0.739078	0.495591	1.00952	0.281222	0.119735	0.599585	0.502379	0.40252	0.605426	0.416895
FBgn0000158	2.10943	0.466305	4.18668	0.770631	0.802619	1.51906	0.232495	1.12422	1.91669	1.36513	1.8949	0.885384	1.76146	1.1182	1.93918	5.33635	0.209114	6.61749	2.97625	0.382149	4.16253	10.0054	2.1449	1.19328
FBgn0000163	3.829417651	3.385281701	4.501939104	3.0645447	4.329150802	4.196836702	3.2329322	4.037758107	4.518141	3.973888175	3.765640704	3.9350532	4.338651	5.4378636	5.1964293	4.147833928	5.454689	7.827068912	4.258856702	4.299710016	6.5311239	7.645236005	6.05869171	3.8722889
FBgn0000166	8.852368	0.885470957	10.148771	3.559908015	2.88994123	6.500865	0.988929585	5.167458861	5.57203274	4.896440017	3.85225	4.84285	4.94473	5.027358	7.24352812	9.90117	1.005950938	27.48137032	7.1312747	3.546708	11.20007	35.808551	6.06405	3.00014
FBgn0000173	63.91682	60.85944	93.76793	75.22471178	68.99300057	76.21151	59.00777933	77.90158626	74.92096	76.60722487	70.04608	68.591406	78.16596	69.30679664	75.35618	107.88913	67.5644855	107.1871857	62.36413035	66.06310927	82.85404	159.67331	88.71054	64.24982001
FBgn0000179	0.0227961	0.04707279	0.06552836	0.0807178	0.0964566	0.04000361	0.03129471	0.0859742	0.028063	0.03533438	0	0.082757588	0.2511999	0.11066744	0.06868553	0.06908737	0.11494493	0	0.0300194	0.05143667	0.06002856	0.0995405	0.0482259	0.0570118
FBgn0000180	0.536468	0.6354	0.355658	0.201938	0.325498	0.607474	0.528006	0.348158	0.772284	0.74683	0.782842	0.867754	0.853418	1.00675	0.637416	0.388564	0.633208	0.582094	0.525716	0.520726	1.316706	0.674678	0.640492	0.82013
FBgn0000181	638.24	583.304	905.875	509.69	629.007	682.682	546.344	719.798	719.669	635.885	669.862	708.3	511.034	595.776	585.961	732.792	423.636	831.201	504.897	437.693	704.313	716.1	483.305	571.313
FBgn0000182	29.89133	4.318842	34.5748	11.23538	11.94616	23.91615	3.52621	19.77370399	21.15467	17.07493	13.67764	11.63031	13.55453	13.44716	20.3594	33.6099	2.669887	69.3488	17.73478	7.95013	39.354954	94.0351	21.22776	9.03078
FBgn0000183	20.51165	11.448702	25.663946	13.640352	14.503516	18.411502	10.088261	16.807549	18.13003	17.239648	15.990517	17.061985	16.76982	20.6781	24.194886	25.27442	17.14272	37.07152	17.800763	13.444202	27.5061	50.26621	24.157062	14.217983
FBgn0000206	0.0311806	0.115798	0.0597515	0.0736041	0.106776	0.0820061	0.115471	0.0634496	0	0.0325965	0.106945	0	0.598192	0.0408355	0.126725	0.0849761	0	0.0578633	0	0.142349	0.0738342	0	0.0444895	0.0389905
FBgn0000212	14.20576912	8.162560681	13.77637842	10.55968202	9.997062531	11.34771217	8.29765814	10.81085776	11.36675154	10.85517831	10.23601754	11.5886853	10.10834944	9.8724258	8.91738141	12.35486996	9.733837271	16.93253488	9.9770213	9.325753	13.23360165	22.07502479	12.96185393	7.32217437
FBgn0000216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000221	6.10198	3.1257	6.24984	5.04973	4.56344	5.10967	2.72727	6.06575	5.18055	4.83928	4.26999	4.39617	3.98289	4.3172	5.98618	4.77863	3.79631	7.28884	3.97156	3.73565	5.39769	7.76243	5.30396	3.15739
FBgn0000227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000228	8.500877786	5.906959437	12.22293455	7.219306164	8.179440064	9.749246017	5.80299959	9.604486115	10.17274246	8.505963274	9.008808	7.669701813	8.925022986	10.22667349	13.46725949	12.6813946	9.048749629	17.50098598	10.77142546	7.33133835	13.29743167	22.57177	12.94194311	8.2126399
FBgn0000229	16.249746	16.17442	16.055185	19.180464	17.101015	17.730966	17.931184	16.131794	18.9187	18.213525	14.31672	15.216243	30.2895	24.66696001	29.73712	24.165661	34.296268	21.51321	31.17435	27.243649	23.820747	26.67805	26.386544	22.026058
FBgn0000233	0.0320813	0.0297856	0	0.0378651	0	0.0421974	0	0.130565	0.0394934	0.033538	0.0275314	0.0314476	0.147797	0.25209	0.0651929	0.262786	0.178097	0.0595347	0	0.0489808	0.151934	0.0946818	0	0.12035
FBgn0000239	64.1592	53.5692	57.4811	53.3819	63.7588	64.718	57.7847	61.7946	68.563	58.528	53.463	56.2857	60.1431	58.38627	52.65642	62.0975068	67.97105	66.118311	65.94076	67.97450002	81.566644	97.9185	68.68127	53.59951208
FBgn0000241	1.075820004	0.673284	0.480639256	1.08754	1.18473	1.101229	1.00463	1.451443	0.7566711	1.037354164	0.798781	0.564096	1.64705	0.4541308	0.669552	0.752538	0.8485535	1.3540587	0.771826	1.5063	0.543429	0.952056	0.6123318	0.640903
FBgn0000244	22.551995	22.6443521	21.783697	22.999115	22.3842	24.145717	25.94755	25.162932	25.183905	23.890042	21.951667	21.179569	26.447424	31.393029	25.41732	22.534105	33.36313	25.063555	27.018522	25.205118	31.875955	20.517375	24.17424	22.17392132
FBgn0000246	5.019076971	1.666684409	12.86892847	1.859343004	3.262280441	6.137204747	1.933325674	6.201005225	6.962515329	6.085734362	5.398393139	7.437545593	6.381823248	8.684295129	8.6359461	16.37414185	2.898164715	17.4724163	9.30121	2.692443755	14.42583	31.026475	8.913618939	6.397921087
FBgn0000247	8.6058	7.29348	8.38128	7.10008	7.39978	8.31634	7.46946	7.8343	8.22437	7.94598	7.48841	7.90142	6.106600162	7.2109	7.4784	5.74762	7.699050001	8.405934	6.303786133	6.22489	8.89866	8.98133	6.931760004	4.8205538
FBgn0000250	91.94712104	64.222337	91.238915	67.7128276	64.2561534	77.79962565	66.41918	68.4933131	72.64885	76.4081	65.74113	64.13819	74.84851345	85.42982	82.15599	87.5862	67.08711	124.8923524	75.49097388	64.813	95.72751	153.42166	68.39932	67.66512671
FBgn0000251	15.96148	4.26515	19.10774	8.50988	9.4121	12.49998	3.01816	13.19836	11.24398	10.1298	11.76839	9.100988	10.7881	10.42488	15.7756	20.42435	5.31505	37.5896	10.01917	6.218299	15.77908	45.90765	14.594636	8.80432
FBgn0000253	151.1741981	123.5000708	166.497058	137.3813455	128.4323969	140.3837551	109.5317909	133.0003861	143.3312383	140.2285483	152.8591823	150.1748091	186.0617314	103.05301	120.214726	174.431213	107.323398	145.201731	113.700605	122.9891251	151.87801	309.959885	226.60018	118.4268609
FBgn0000256	16.808248	16.450419	17.503388	15.69653	15.02739	15.0459978	15.492789	15.044951	15.1656496	18.223304	16.529764	17.637908	12.4792665	10.1580267	11.57345	10.276107	13.611897	11.864429	9.746519	13.95862199	12.169128	13.839	19.278165	10.122852
FBgn0000257	8.36015	7.08068	9.48045	6.93267	7.41987	7.95306	6.30735	8.00758	8.111564	7.998968	7.84069	7.83689	7.52605	7.22472	6.83213	8.24106	6.305709555	12.02844	6.34543	5.619276	8.767206	10.69394	6.91796	6.171234
FBgn0000259	49.118577	29.945627	66.03700001	37.958812	38.628172	46.4953702	33.599956	43.74153959	46.87833701	48.44052	48.95730189	45.11325	51.6399216	48.78355241	48.00887	87.129952	44.54748	80.359652	61.196941	46.077577	69.731594	142.4193961	69.77680056	54.29968
FBgn0000261	1368.71	1551.3	1250.84	1362.28	1387.94	1195.81	1216.78	1258.44	1202.07	1389.24	1318.85	1291.8	1492.24	1567.31	1431.39	1289.12	1654.54	1109.93	1412.49	1369.24	1133.58	1057.4	1500.65	1183.24
FBgn0000273	7.17352	4.393778	8.20327	6.110425341	6.082872	6.1421873	4.192413	5.883331	6.24464	6.27062	6.939841	6.06677	8.04344	6.810678	7.29392	10.8493	6.893257	9.96514	5.4775	6.03094	9.564836	20.85977	11.13857	5.60316
FBgn0000274	0.07648656	0.14202965	0.7328751	0.2708388	0.17461899	0.361198	0.14163404	0.3891063	0.2824703	0.2398769	0.459098	0.299638	0.644049	0.2003449	0.4662909	0.9380371	0	0.993569	0.5036115	0	0.542007	0.6772084	0.4365267	0.3825861
FBgn0000276	0	0.581883	1.80151	1.47944	2.14619	1.64832	4.64192	0.637668	0	0	1.0748	0	24.5243	13.8761	110.008	2.56203	9.56795	0	0.82532	1.90747	2.2261	1.84968	8.69769	3.60614
FBgn0000277	0	0	0	0	0	1.18341	3.6451	0.572266	0	0	1.44685	0	16.405	5.22572	73.8629	3.06567	0	1.04377	0	0.855916	0.665928	0.829983	11.4549	2.39035
FBgn0000278	0	0	1.11598	0	0.443166	0.408434	1.07832	0.395016	0	0	0	0	3.27724	2.54228	4.73369	0	0	0	0	0.590809	0.459667	0	2.21581	1.45645
FBgn0000279	1.40763	0	0	1.1076	1.07118	1.23404	2.60643	0.477399	0.577618	0.981031	0.804664	1.37858	6.12113	0.614497	19.0698	1.9181	0.651197	0.870735	2.47155	1.42805	0	2.07718	2.67793	3.5204
FBgn0000283	22.242396	13.20773	27.52116	15.77376	19.37411	21.76344	14.54466	18.20084	23.05484	21.01276	18.3652	17.44329	19.89668	20.49267	22.98663	28.64639	19.79327	38.5987	21.10681	17.85785	31.54585	65.75283	28.46485	16.45036
FBgn0000286	14.71544003	12.79162	14.682688	13.28495	13.50199	13.156046	11.474698	13.31336	14.57739302	15.070709	13.343092	14.985382	16.07221001	14.88804	17.32295859	17.15016006	16.645562	16.30083056	11.47923281	18.86187	16.67233	21.29208045	18.43300604	13.562412
FBgn0000287	0.0445054	0.2479237	0.14925	0.183852	0.1270042	0.210691	0.267826	0.135846	0.17317	0.0735282	0.0452321	0.108967	0.256376	0.2331441	0.142928	0.0606448	0.170825	0.0412953	0.117215	0.1693164	0.291462778	0.129737	0.222255	0.333916
FBgn0000289	21.10777769	13.76345905	30.02501569	15.84870705	19.14099	22.02119856	13.537698	21.65893068	23.593344	17.91564897	19.10418084	20.64076078	18.0594732	19.02205409	22.303195	30.32152852	14.90101804	42.95717002	18.68116802	17.05839867	30.93755975	50.17885159	21.36601267	15.19791464
FBgn0000299	165.0472	262.1751	161.3608	178.838	243.6278	229.8121	304.2262	179.4692	214.8896	162.0082	199.0983	191.1788	114.77045	112.56407	94.16756	79.209805	112.66246	76.99871	77.89592	131.368322	143.81348	51.131	74.435861	64.211338
FBgn0000303	0.184139	0.13856064	0.110271	0.0815013	0.0525475	0.0824244	0.0639299	0.109139	0.0566708	0.144375	0.132147	0.1513096	0.945681	0.241156	0.140322	0.0784616	0.1216	0.238182	0.1320511	0.101732	0.1774958	0.101897	0.109089	0.13795
FBgn0000307	8.10323	4.188221465	8.948059555	5.096396	4.945842	6.601323	3.860869	6.244434	6.575087	6.20793	5.480794	5.55629	5.742733	7.00496	7.3993	8.560547	6.6157364	11.932799	6.51743	4.226400008	10.60485	21.75869	9.058722446	4.296866
FBgn0000308	160.342072	141.009169	218.683591	161.241808	155.393518	175.251202	131.58637	175.43446	177.361741	176.72182	159.364377	165.27683	213.668297	213.752909	212.251897	307.496487	171.901279	254.291548	181.0294	173.59484	224.628134	401.8375	243.3509	197.99026
FBgn0000316	30.3668	24.4611	32.7218	22.83364	26.02418	29.4584	24.0854	29.21241	31.6182	24.9713	28.6749	26.77535	30.12723	31.15912	26.7214	38.22104	30.39433	43.4499	37.1238	31.38331	38.1937	63.0286	39.9539	28.391
FBgn0000317	7.26765826	7.0684215	6.557450464	6.742403	7.86926441	7.422728	6.913882	7.1481145	8.018917008	6.880464	7.6346009	7.7902988	7.00098	7.31406137	7.469394647	5.72452	9.36415	6.38483	7.174015	8.570496001	9.047520008	7.500768004	10.05756702	5.798882
FBgn0000318	136.1249	125.66099	139.91543	130.05767	121.5132148	141.6041017	120.4476	156.3688092	139.8653361	125.5161	115.96039	129.809901	158.64021	117.0342	131.2242	138.9587	89.0794	161.3804	110.08967	110.7896	143.4348	159.8605633	128.8902	137.45423
FBgn0000319	75.638066	70.0445631	93.56174	72.6618169	84.289737	85.86239	69.70848134	82.30701698	91.202101	82.7127911	84.446998	82.87997902	79.914169	97.5845196	95.12172601	78.79991	91.09133539	99.76336545	78.21528771	79.4215203	104.104813	109.7580788	95.6625793	66.78484
FBgn0000320	1.131368	1.2378249	4.45671	1.061962	1.635654	2.16368	1.031847	2.427641	2.787364	1.567675	2.23838	3.99118	1.647613	2.278875	1.963834	3.224089	0.369993	3.676852	2.26053	0.963516	2.67998	1.868645	1.46498	1.927432
FBgn0000326	28.1629	26.8409	25.4511	28.015	27.0937	26.78	26.1231	29.1428	25.7396	28.1034	26.0696	28.8876	25.9097	24.2396	25.5802	22.9674	25.8353	23.459	25.0054	28.815	24.6924	32.1922	28.3873	24.6785
FBgn0000330	17.89392	16.74173	15.42394	16.79804	15.69369	16.20808	14.96746	15.8162	16.24467	13.65067	17.00216	15.90067	15.85228	14.20549	12.3548	20.33485	12.84861	19.23158	13.64698	15.66532	14.88747	20.59406	17.15243	16.58745
FBgn0000337	0.330895	0.204811	0.42273	0.195275	0.0629513	0.319097	0.459524	0.280558	0.203673	0.69184	0.141866	0.270055	0.126962	0.361128	0.336208	0.450891	0.459235	0.307028	0.36312	0.167848	0.522362	0.569668	0.472131	0.27585
FBgn0000339	67.22	66.7299	75.26849	75.34779	68.00594	67.45711	63.39555	70.78462	68.27861	73.91579	64.96134	67.22172	95.42613	103.46917	97.53809	105.22336	119.18914	89.70012	117.47991	102.63819	93.275	127.05904	106.52449	93.64796
